67830,ADQ,KLN,,
67831,KLN,KYK,,
67832,BSO,MNL,,
67833,BXU,MNL,,
67834,CBO,MNL,,
67835,CGY,MNL,,
67836,CRM,MNL,,
67837,DGT,MNL,,
67838,DWC,MNL,,
67839,GES,MNL,,
67840,KLO,MNL,,
67841,LGP,MNL,,
67842,MNL,BSO,,
67843,MNL,BXU,,
67844,MNL,CBO,,
67845,MNL,CGY,,
67846,MNL,CRM,,
67847,MNL,DGT,,
67848,MNL,DWC,,
67849,MNL,GES,,
67850,MNL,KLO,,
67851,MNL,LGP,,
67852,MNL,MPH,,
67853,MNL,OZC,,
67854,MNL,PPS,,
67855,MNL,RXS,,
67856,MNL,SUG,,
67857,MNL,TUG,,
67858,MNL,ZAM,,
67859,MPH,MNL,,
67860,OZC,MNL,,
67861,PPS,MNL,,
67862,RXS,MNL,,
67863,SUG,MNL,,
67864,TUG,MNL,,
67865,ZAM,MNL,,
67866,AUX,PMW,,
67867,BRA,BSB,,
67868,BRA,SSA,,
67869,BSB,BRA,,
67870,BSB,OPS,,
67871,BSB,RAO,,
67872,CAC,GRU,,
67873,CGB,GYN,,
67874,CGB,OPS,,
67875,CGR,DOU,,
67876,DOU,CGR,,
67877,DOU,GRU,,
67878,GIG,RAO,,
67879,GRU,CAC,,
67880,GRU,DOU,,
67881,GRU,RAO,,
67882,GRU,UBA,,
67883,GRU,UDI,,
67884,GRU,VDC,,
67885,GYN,CGB,,
67886,GYN,PMW,,
67887,GYN,RAO,,
67888,GYN,UDI,,
67889,OPS,BSB,,
67890,OPS,CGB,,
67891,PLU,RAO,,
67892,PMW,AUX,,
67893,PMW,GYN,,
67894,RAO,BSB,,
67895,RAO,GIG,,
67896,RAO,GRU,,
67897,RAO,GYN,,
67898,RAO,PLU,,
67899,RAO,SJP,,
67900,RAO,UDI,,
67901,SJP,RAO,,
67902,SSA,BRA,,
67903,SSA,VDC,,
67904,UBA,GRU,,
67905,UBA,UDI,,
67906,UDI,GRU,,
67907,UDI,GYN,,
67908,UDI,RAO,,
67909,UDI,UBA,,
67910,VDC,GRU,,
67911,VDC,SSA,,
67912,BRL,ORD,,
67913,BRL,STL,,
67914,DEC,ORD,,
67915,DEC,STL,,
67916,JBR,STL,,
67917,ORD,BRL,,
67918,ORD,DEC,,
67919,STL,BRL,,
67920,STL,DEC,,
67921,STL,JBR,,
67922,KTN,MTM,,
67923,MTM,KTN,,
67924,ACC,DKR,,
67925,ACC,LOS,,
67926,ACC,ROB,,
67927,BCN,BJL,,
67928,BJL,BCN,,
67929,BJL,DKR,,
67930,BJL,FNA,,
67931,CKY,OXB,,
67932,DKR,ACC,,
67933,DKR,BJL,,
67934,DKR,DLA,,
67935,DKR,FNA,,
67936,DKR,LOS,,
67937,DKR,OXB,,
67938,DLA,DKR,,
67939,DLA,LOS,,
67940,FNA,BJL,,
67941,FNA,DKR,,
67942,FNA,LGW,,
67943,FNA,ROB,,
67944,LGW,FNA,,
67945,LOS,ACC,,
67946,LOS,DKR,,
67947,LOS,DLA,,
67948,LOS,ROB,,
67949,OXB,CKY,,
67950,OXB,DKR,,
67951,ROB,ACC,,
67952,ROB,FNA,,
67953,ROB,LOS,,
67954,AKV,YIK,,
67955,AKV,YPX,,
67956,XGR,YVP,,
67957,YGL,YGW,,
67958,YGL,YPX,,
67959,YGL,YUL,,
67960,YGW,YGL,,
67961,YGW,YPH,,
67962,YGW,YSK,,
67963,YGW,YUD,,
67964,YGW,YUL,,
67965,YGW,YUY,,
67966,YIK,AKV,,
67967,YIK,YZG,,
67968,YKG,YPJ,,
67969,YKG,YQC,,
67970,YKG,YVP,,
67971,YKL,YQB,,
67972,YKL,YVP,,
67973,YKL,YWK,,
67974,YKL,YZV,,
67975,YPH,YPX,,
67976,YPH,YUD,,
67977,YPH,YVP,,
67978,YPJ,YKG,,
67979,YPJ,YTQ,,
67980,YPJ,YVP,,
67981,YPX,AKV,,
67982,YPX,YGL,,
67983,YPX,YPH,,
67984,YPX,YVP,,
67985,YQB,YKL,,
67986,YQB,YUL,,
67987,YQC,YKG,,
67988,YQC,YWB,,
67989,YSK,YGW,,
67990,YSK,YUD,,
67991,YTQ,YPJ,,
67992,YTQ,YVP,,
67993,YUD,YGW,,
67994,YUD,YPH,,
67995,YUD,YSK,,
67996,YUL,YGL,,
67997,YUL,YGW,,
67998,YUL,YQB,,
67999,YUL,YUY,,
68000,YUY,YGW,,
68001,YUY,YUL,,
68002,YVP,XGR,,
68003,YVP,YGW,,
68004,YVP,YKG,,
68005,YVP,YKL,,
68006,YVP,YPH,,
68007,YVP,YPJ,,
68008,YVP,YPX,,
68009,YVP,YTQ,,
68010,YWB,YQC,,
68011,YWB,YZG,,
68012,YWK,YKL,,
68013,YWK,YZV,,
68014,YZG,YIK,,
68015,YZG,YWB,,
68016,YZV,YKL,,
68017,YZV,YWK,,
68018,JIB,DXB,,
68019,JIB,JED,,
68020,JIB,MGQ,,
68021,MGQ,NBO,,
68022,NBO,MGQ,,
68023,BKK,SIN,,
68024,DRW,SIN,,
68025,HAK,SIN,,
68026,HGH,SIN,,
68027,HKG,SIN,,
68028,HKT,SIN,,
68029,KIX,MNL,,
68030,KIX,TPE,,
68031,KUL,SIN,,
68032,MNL,KIX,,
68033,MNL,SIN,,
68034,PEN,SIN,,
68035,PER,SIN,,
68036,PNH,SIN,,
68037,REP,SIN,,
68038,RGN,SIN,,
68039,SGN,SIN,,
68040,SIN,BKK,,
68041,SIN,DRW,,
68042,SIN,HAK,,
68043,SIN,HGH,,
68044,SIN,HKG,,
68045,SIN,HKT,,
68046,SIN,KUL,,
68047,SIN,MNL,,
68048,SIN,PEN,,
68049,SIN,PER,,
68050,SIN,PNH,,
68051,SIN,REP,,
68052,SIN,RGN,,
68053,SIN,SGN,,
68054,SIN,SWA,,
68055,SIN,TPE,,
68056,SWA,SIN,,
68057,TPE,KIX,,
68058,TPE,SIN,,
68059,ACH,EBA,,
68060,DRS,ZRH,,
68061,DUS,FDH,,
68062,EBA,ACH,,
68063,EBA,FDH,,
68064,EBA,MUC,,
68065,EBA,ZRH,,
68066,FDH,DUS,,
68067,FDH,EBA,,
68068,FDH,HAM,,
68069,FDH,OLB,,
68070,FDH,TXL,,
68071,FDH,ZAD,,
68072,FMM,NAP,,
68073,GRZ,ZRH,,
68074,HAM,FDH,,
68075,MUC,EBA,,
68076,NAP,FMM,,
68077,OLB,FDH,,
68078,SZG,ZRH,,
68079,TXL,FDH,,
68080,ZAD,FDH,,
68081,ZRH,DRS,,
68082,ZRH,EBA,,
68083,ZRH,GRZ,,
68084,ZRH,SZG,,
68085,ATL,LWB,,
68086,ATL,MCN,,
68087,ATL,MEI,,
68088,ATL,MSL,,
68089,ATL,PIB,,
68090,ATL,TUP,,
68091,BIM,FLL,,
68092,ELH,FLL,,
68093,ELH,PBI,,
68094,EYW,FLL,,
68095,EYW,RSW,,
68096,EYW,TPA,,
68097,FLL,BIM,,
68098,FLL,ELH,,
68099,FLL,EYW,,
68100,FLL,FPO,,
68101,FLL,GGT,,
68102,FLL,GHB,,
68103,FLL,MCO,,
68104,FLL,MHH,,
68105,FLL,TCB,,
68106,FLL,TPA,,
68107,FPO,FLL,,
68108,GGT,FLL,,
68109,GGT,GHB,,
68110,GHB,FLL,,
68111,GLH,TUP,,
68112,GNV,MCO,,
68113,GNV,TPA,,
68114,JAX,MHH,,
68115,JAX,TPA,,
68116,LWB,ATL,,
68117,MCN,ATL,,
68118,MCN,MCO,,
68119,MCO,FLL,,
68120,MCO,GNV,,
68121,MCO,MCN,,
68122,MCO,MHH,,
68123,MCO,PNS,,
68124,MCO,RSW,,
68125,MCO,TLH,,
68126,MEI,ATL,,
68127,MHH,FLL,,
68128,MHH,JAX,,
68129,MHH,MCO,,
68130,MHH,PBI,,
68131,MSL,ATL,,
68132,PBI,ELH,,
68133,PBI,MHH,,
68134,PBI,TPA,,
68135,PIB,ATL,,
68136,PNS,MCO,,
68137,PNS,TPA,,
68138,RSW,EYW,,
68139,RSW,MCO,,
68140,TCB,FLL,,
68141,TLH,MCO,,
68142,TLH,TPA,,
68143,TPA,EYW,,
68144,TPA,FLL,,
68145,TPA,GNV,,
68146,TPA,JAX,,
68147,TPA,PBI,,
68148,TPA,PNS,,
68149,TPA,TLH,,
68150,TUP,ATL,,
68151,TUP,GLH,,
68152,AMS,NDR,,
68153,AMS,TNG,,
68154,BCN,CMN,,
68155,BCN,NDR,,
68156,BCN,TNG,,
68157,BGY,CMN,,
68158,BLQ,CMN,,
68159,BRU,CMN,,
68160,BRU,NDR,,
68161,BRU,TNG,,
68162,CGN,NDR,,
68163,CMN,BCN,,
68164,CMN,BGY,,
68165,CMN,BLQ,,
68166,CMN,BRU,,
68167,CMN,CUF,,
68168,CMN,LGW,,
68169,CMN,LYS,,
68170,CMN,MPL,,
68171,CMN,SAW,,
68172,CMN,TLS,,
68173,CMN,TSF,,
68174,CUF,CMN,,
68175,FEZ,MPL,,
68176,LGW,CMN,,
68177,LGW,TNG,,
68178,LYS,CMN,,
68179,MPL,CMN,,
68180,MPL,FEZ,,
68181,MPL,NDR,,
68182,NDR,AMS,,
68183,NDR,BCN,,
68184,NDR,BRU,,
68185,NDR,CGN,,
68186,NDR,MPL,,
68187,NDR,PMI,,
68188,PMI,NDR,,
68189,SAW,CMN,,
68190,TLS,CMN,,
68191,TNG,AMS,,
68192,TNG,BCN,,
68193,TNG,BRU,,
68194,TNG,LGW,,
68195,TSF,CMN,,
68196,AUA,LSP,,
68197,AUA,MAR,,
68198,BON,CUR,,
68199,CUR,AUA,,
68200,LSP,AUA,,
68201,MAR,AUA,,
68202,ASF,DME,,
68203,ASF,LED,,
68204,BHK,DME,,
68205,DME,ASF,,
68206,DME,BHK,,
68207,DME,EGO,,
68208,DME,FEG,,
68209,DME,KSQ,,
68210,DME,NMA,,
68211,DME,NVI,,
68212,DME,SKD,,
68213,DME,TIV,,
68214,EGO,DME,,
68215,FEG,DME,,
68216,KSQ,DME,,
68217,LED,ASF,,
68218,NMA,DME,,
68219,NVI,DME,,
68220,SKD,DME,,
68221,TIV,DME,,
68222,ANU,PTP,,
68223,CAY,FDF,,
68224,CUR,SDQ,,
68225,DOM,PTP,,
68226,DOM,SXM,,
68227,FDF,CAY,,
68228,FDF,PTP,,
68229,FDF,SDQ,,
68230,FDF,SLU,,
68231,PTP,ANU,,
68232,PTP,DOM,,
68233,PTP,FDF,,
68234,PTP,SBH,,
68235,PTP,SDQ,,
68236,PTP,SFG,,
68237,PTP,SXM,,
68238,SBH,PTP,,
68239,SDQ,PTP,,
68240,SDQ,SXM,,
68241,SFG,PTP,,
68242,SLU,FDF,,
68243,SXM,DOM,,
68244,SXM,PTP,,
68245,SXM,SDQ,,
68246,BHY,XIY,,
68247,CAN,CKG,,
68248,CAN,CTU,,
68249,CAN,SPN,,
68250,CGO,CGQ,,
68251,CGO,CKG,,
68252,CGO,CTU,,
68253,CGO,HGH,,
68254,CGO,HRB,,
68255,CGO,KMG,,
68256,CGO,URC,,
68257,CGQ,CGO,,
68258,CGQ,NKG,,
68259,CGQ,TNA,,
68260,CGQ,TSN,,
68261,CKG,CAN,,
68262,CKG,CGO,,
68263,CKG,CSX,,
68264,CKG,CTU,,
68265,CKG,CZX,,
68266,CKG,DLC,,
68267,CKG,DYG,,
68268,CKG,HAK,,
68269,CKG,HGH,,
68270,CKG,HKT,,
68271,CKG,INC,,
68272,CKG,KHN,,
68273,CKG,KMG,,
68274,CKG,LHW,,
68275,CKG,LJG,,
68276,CKG,LXA,,
68277,CKG,NGB,,
68278,CKG,NKG,,
68279,CKG,NNG,,
68280,CKG,PEK,,
68281,CKG,PVG,,
68282,CKG,SWA,,
68283,CKG,SYD,,
68284,CKG,SYX,,
68285,CKG,SZX,,
68286,CKG,TNA,,
68287,CKG,TSA,,
68288,CKG,TSN,,
68289,CKG,TYN,,
68290,CKG,URC,,
68291,CKG,WUH,,
68292,CKG,WUX,,
68293,CKG,XIY,,
68294,CKG,XNN,,
68295,CKG,YIH,,
68296,CKG,ZHA,,
68297,CSX,CKG,,
68298,CSX,CTU,,
68299,CSX,FOC,,
68300,CSX,KMG,,
68301,CSX,SHE,,
68302,CSX,WNZ,,
68303,CSX,XMN,,
68304,CTU,CAN,,
68305,CTU,CGO,,
68306,CTU,CKG,,
68307,CTU,CSX,,
68308,CTU,DSN,,
68309,CTU,HAK,,
68310,CTU,HDG,,
68311,CTU,HET,,
68312,CTU,HFE,,
68313,CTU,HGH,,
68314,CTU,HKG,,
68315,CTU,HKT,,
68316,CTU,ICN,,
68317,CTU,INC,,
68318,CTU,JHG,,
68319,CTU,JZH,,
68320,CTU,KHN,,
68321,CTU,KMG,,
68322,CTU,KOW,,
68323,CTU,KWE,,
68324,CTU,LHW,,
68325,CTU,LJG,,
68326,CTU,LUM,,
68327,CTU,LXA,,
68328,CTU,LZY,,
68329,CTU,MEL,,
68330,CTU,NKG,,
68331,CTU,NNG,,
68332,CTU,PEK,,
68333,CTU,PVG,,
68334,CTU,SHE,,
68335,CTU,SJW,,
68336,CTU,SYX,,
68337,CTU,SZX,,
68338,CTU,TAO,,
68339,CTU,TNA,,
68340,CTU,TSA,,
68341,CTU,TSN,,
68342,CTU,TYN,,
68343,CTU,URC,,
68344,CTU,WNZ,,
68345,CTU,WUH,,
68346,CTU,WUX,,
68347,CTU,WXN,,
68348,CTU,XIC,,
68349,CTU,XIY,,
68350,CTU,XMN,,
68351,CTU,XNN,,
68352,CTU,XUZ,,
68353,CTU,YIH,,
68354,CTU,YTY,,
68355,CZX,CKG,,
68356,CZX,HRB,,
68357,CZX,XMN,,
68358,CZX,ZUH,,
68359,DAT,TYN,,
68360,DLC,CKG,,
68361,DLC,HGH,,
68362,DLC,HRB,,
68363,DLC,TNA,,
68364,DLC,XUZ,,
68365,DNH,LHW,,
68366,DSN,CTU,,
68367,DSN,SHE,,
68368,DYG,CKG,,
68369,DYG,NKG,,
68370,FOC,CSX,,
68371,FOC,XIY,,
68372,GXH,LXA,,
68373,GXH,XIY,,
68374,HAK,CKG,,
68375,HAK,CTU,,
68376,HAK,HGH,,
68377,HAK,NGB,,
68378,HAK,ZUH,,
68379,HDG,CTU,,
68380,HET,CTU,,
68381,HFE,CTU,,
68382,HGH,CGO,,
68383,HGH,CKG,,
68384,HGH,CTU,,
68385,HGH,DLC,,
68386,HGH,HAK,,
68387,HGH,KWE,,
68388,HGH,TSN,,
68389,HGH,TYN,,
68390,HKG,CTU,,
68391,HKG,YIH,,
68392,HKG,ZHA,,
68393,HKT,CKG,,
68394,HKT,CTU,,
68395,HRB,CGO,,
68396,HRB,CZX,,
68397,HRB,DLC,,
68398,HRB,INC,,
68399,HRB,NGB,,
68400,HRB,NKG,,
68401,HRB,SJW,,
68402,HRB,TNA,,
68403,HRB,TSN,,
68404,HRB,WNZ,,
68405,HRB,WUH,,
68406,HRB,XIY,,
68407,HRB,XUZ,,
68408,ICN,CTU,,
68409,INC,CKG,,
68410,INC,CTU,,
68411,INC,HRB,,
68412,INC,KWL,,
68413,JGN,LHW,,
68414,JHG,CTU,,
68415,JHG,KMG,,
68416,JJN,KWE,,
68417,JJN,WUH,,
68418,JZH,CTU,,
68419,KHG,URC,,
68420,KHN,CKG,,
68421,KHN,CTU,,
68422,KHN,KMG,,
68423,KHN,NGB,,
68424,KMG,CGO,,
68425,KMG,CKG,,
68426,KMG,CSX,,
68427,KMG,CTU,,
68428,KMG,JHG,,
68429,KMG,KHN,,
68430,KMG,KWE,,
68431,KMG,LUM,,
68432,KMG,NGB,,
68433,KMG,NKG,,
68434,KMG,TAO,,
68435,KMG,TNA,,
68436,KMG,TPE,,
68437,KMG,WXN,,
68438,KMG,XIY,,
68439,KMG,XMN,,
68440,KMG,XUZ,,
68441,KOW,CTU,,
68442,KOW,XMN,,
68443,KWE,CTU,,
68444,KWE,HGH,,
68445,KWE,JJN,,
68446,KWE,KMG,,
68447,KWE,LHW,,
68448,KWE,SYX,,
68449,KWE,WNZ,,
68450,KWE,XUZ,,
68451,KWL,INC,,
68452,KWL,SJW,,
68453,KWL,SYX,,
68454,LHW,CKG,,
68455,LHW,CTU,,
68456,LHW,DNH,,
68457,LHW,JGN,,
68458,LHW,KWE,,
68459,LHW,TSN,,
68460,LJG,CKG,,
68461,LJG,CTU,,
68462,LJG,MIG,,
68463,LUM,CTU,,
68464,LUM,KMG,,
68465,LXA,CKG,,
68466,LXA,CTU,,
68467,LXA,GXH,,
68468,LXA,XIY,,
68469,LXA,XNN,,
68470,LYI,XIY,,
68471,LZY,CTU,,
68472,MEL,CTU,,
68473,MIG,LJG,,
68474,MIG,NKG,,
68475,MIG,SYX,,
68476,MIG,XNN,,
68477,NGB,CKG,,
68478,NGB,HAK,,
68479,NGB,HRB,,
68480,NGB,KHN,,
68481,NGB,KMG,,
68482,NGB,SHE,,
68483,NGB,SYX,,
68484,NKG,CGQ,,
68485,NKG,CKG,,
68486,NKG,CTU,,
68487,NKG,DYG,,
68488,NKG,HRB,,
68489,NKG,KMG,,
68490,NKG,MIG,,
68491,NKG,SYX,,
68492,NNG,CKG,,
68493,NNG,CTU,,
68494,NNG,SGN,,
68495,NNG,WUH,,
68496,PEK,CKG,,
68497,PEK,CTU,,
68498,PEK,WXN,,
68499,PEK,ZHY,,
68500,PVG,CKG,,
68501,PVG,CTU,,
68502,PVG,SPN,,
68503,SGN,NNG,,
68504,SHE,CSX,,
68505,SHE,CTU,,
68506,SHE,DSN,,
68507,SHE,NGB,,
68508,SHE,TYN,,
68509,SHE,XUZ,,
68510,SHE,YVR,,
68511,SJW,CTU,,
68512,SJW,HRB,,
68513,SJW,KWL,,
68514,SPN,CAN,,
68515,SPN,PVG,,
68516,SWA,CKG,,
68517,SYD,CKG,,
68518,SYX,CKG,,
68519,SYX,CTU,,
68520,SYX,KWE,,
68521,SYX,KWL,,
68522,SYX,MIG,,
68523,SYX,NGB,,
68524,SYX,NKG,,
68525,SYX,TNA,,
68526,SYX,WNZ,,
68527,SYX,YBP,,
68528,SZX,CKG,,
68529,SZX,CTU,,
68530,SZX,WXN,,
68531,TAO,CTU,,
68532,TAO,KMG,,
68533,TNA,CGQ,,
68534,TNA,CKG,,
68535,TNA,CTU,,
68536,TNA,DLC,,
68537,TNA,HRB,,
68538,TNA,KMG,,
68539,TNA,SYX,,
68540,TNA,XIY,,
68541,TPE,KMG,,
68542,TSA,CKG,,
68543,TSA,CTU,,
68544,TSN,CGQ,,
68545,TSN,CKG,,
68546,TSN,CTU,,
68547,TSN,HGH,,
68548,TSN,HRB,,
68549,TSN,LHW,,
68550,TYN,CKG,,
68551,TYN,CTU,,
68552,TYN,DAT,,
68553,TYN,HGH,,
68554,TYN,SHE,,
68555,URC,CGO,,
68556,URC,CKG,,
68557,URC,CTU,,
68558,URC,KHG,,
68559,URC,XIY,,
68560,UYN,XIY,,
68561,WNZ,CSX,,
68562,WNZ,CTU,,
68563,WNZ,HRB,,
68564,WNZ,KWE,,
68565,WNZ,SYX,,
68566,WUH,CKG,,
68567,WUH,CTU,,
68568,WUH,HRB,,
68569,WUH,JJN,,
68570,WUH,NNG,,
68571,WUX,CKG,,
68572,WUX,CTU,,
68573,WXN,CTU,,
68574,WXN,KMG,,
68575,WXN,PEK,,
68576,WXN,SZX,,
68577,XIC,CTU,,
68578,XIY,BHY,,
68579,XIY,CKG,,
68580,XIY,CTU,,
68581,XIY,FOC,,
68582,XIY,GXH,,
68583,XIY,HRB,,
68584,XIY,KMG,,
68585,XIY,LXA,,
68586,XIY,LYI,,
68587,XIY,TNA,,
68588,XIY,URC,,
68589,XIY,UYN,,
68590,XIY,XMN,,
68591,XIY,XNN,,
68592,XIY,YBP,,
68593,XMN,CSX,,
68594,XMN,CTU,,
68595,XMN,CZX,,
68596,XMN,KMG,,
68597,XMN,KOW,,
68598,XMN,XIY,,
68599,XNN,CKG,,
68600,XNN,CTU,,
68601,XNN,LXA,,
68602,XNN,MIG,,
68603,XNN,XIY,,
68604,XNN,ZHY,,
68605,XUZ,CTU,,
68606,XUZ,DLC,,
68607,XUZ,HRB,,
68608,XUZ,KMG,,
68609,XUZ,KWE,,
68610,XUZ,SHE,,
68611,YBP,SYX,,
68612,YBP,XIY,,
68613,YIH,CKG,,
68614,YIH,CTU,,
68615,YIH,HKG,,
68616,YTY,CTU,,
68617,YVR,SHE,,
68618,ZHA,CKG,,
68619,ZHA,HKG,,
68620,ZHY,PEK,,
68621,ZHY,XNN,,
68622,ZUH,CZX,,
68623,ZUH,HAK,,
68624,LAS,LAX,,
68625,LAX,LAS,,
68626,CAI,TLV,,
68627,TLV,CAI,,
68628,MCG,NIB,,
68629,NIB,MCG,,
68630,TLJ,MCG,,
68631,EYK,VKO,,
68632,NCU,VKO,,
68633,NUX,TJM,,
68634,NUX,UFA,,
68635,NUX,VKO,,
68636,NYM,OVS,,
68637,NYM,VKO,,
68638,OVS,NYM,,
68639,OVS,SVX,,
68640,OVS,VKO,,
68641,SVX,OVS,,
68642,TJM,NUX,,
68643,UCT,VKO,,
68644,UFA,NUX,,
68645,VKO,EYK,,
68646,VKO,NCU,,
68647,VKO,NUX,,
68648,VKO,NYM,,
68649,VKO,OVS,,
68650,VKO,UCT,,
68651,BKK,DAC,,
68652,BZL,DAC,,
68653,CCU,CGP,,
68654,CCU,DAC,,
68655,CGP,CCU,,
68656,CGP,DAC,,
68657,CGP,MCT,,
68658,CXB,DAC,,
68659,DAC,BKK,,
68660,DAC,BZL,,
68661,DAC,CCU,,
68662,DAC,CGP,,
68663,DAC,CXB,,
68664,DAC,DXB,,
68665,DAC,JED,,
68666,DAC,JSR,,
68667,DAC,KTM,,
68668,DAC,KUL,,
68669,DAC,MCT,,
68670,DAC,SPD,,
68671,DAC,ZYL,,
68672,DXB,DAC,,
68673,JED,DAC,,
68674,JSR,DAC,,
68675,KTM,DAC,,
68676,KUL,DAC,,
68677,MCT,CGP,,
68678,MCT,DAC,,
68679,RJH,DAC,,
68680,SPD,DAC,,
68681,SPD,RJH,,
68682,ZYL,DAC,,
68683,YGZ,YRB,,
68684,YRB,YGZ,,
68685,DFW,EZE,,
68686,EZE,DFW,,
68687,EZE,JFK,,
68688,EZE,MIA,,
68689,EZE,PUJ,,
68690,JFK,EZE,,
68691,MIA,EZE,,
68692,MIA,PUJ,,
68693,PUJ,EZE,,
68694,PUJ,MIA,,
68695,YEG,YXY,,
68696,YLW,YVR,,
68697,YLW,YXY,,
68698,YOW,YZF,,
68699,YVR,YLW,,
68700,YVR,YXY,,
68701,YXY,YLW,,
68702,YXY,YVR,,
68703,YXY,YYC,,
68704,YXY,YZF,,
68705,YYC,YEG,,
68706,YZF,YOW,,
68707,YZF,YXY,,
68708,ACA,MEX,,
68709,ACA,TLC,,
68710,AGU,MEX,,
68711,BOG,MEX,,
68712,CEN,MEX,,
68713,CJS,MEX,,
68714,CME,MEX,,
68715,CPE,MEX,,
68716,CTM,MEX,,
68717,CUL,MEX,,
68718,CUN,MEX,,
68719,CUN,MTY,,
68720,CUN,TLC,,
68721,CUU,MEX,,
68722,CZM,MEX,,
68723,GDL,MEX,,
68724,GDL,MTY,,
68725,GDL,SAT,,
68726,GDL,SJD,,
68727,GDL,SNA,,
68728,GDL,TIJ,,
68729,GUA,MEX,,
68730,HAV,MEX,,
68731,HMO,MEX,,
68732,HUX,MEX,,
68733,JFK,MEX,,
68734,LAP,MEX,,
68735,LAS,MTY,,
68736,LAS,TLC,,
68737,MEX,ACA,,
